ticker,px_chg,eqy_c,val_trade,si_ratio,ev_c,ev_chg,sales_ev,sales2_ev,salesh_ev,ebitda_ev,ebitda2_ev,debt_ev,net_debt_ev,sales_chg_fwd,sales_chg_2fwd,sales_chg_qoq,sales_chg_ltm,ebitda_chg_fwd,ebitda_chg_2fwd
WORK US Equity,-0.126291236,14266.1028,221151040,0.04341489,13492.07317,-0.132575923,21.98523219,15.93927841,12.2204525,-0.011756903,-0.009653817,0,-0.05820803,0.532105694,0.379311637,0.075299842,0.116524445,-0.001573739,0.002103087
UAA US Equity,0.061203844,8985.2432,104795712,0.1004841,9838.797198,0.055962236,1.836967363,1.742150898,1.742150898,0.04294468,0.0521889,0.133073177,0.086753897,0.031351666,0.054424944,-0.010785061,0.003236428,0.027012753,0.009244219
MDLA US Equity,-0.141995614,3993.6555,44853708,0.06470078,3860.867548,-0.127628608,9.976401932,8.275445129,7.319887694,0.000541847,0.003754597,0,-0.10812,0.233890869,0.205542636,0.021907946,0.060143496,0.017788748,0.003212749
INST US Equity,-0.01525,1461.0305,12705066,0.1808649,1464.216482,-0.015217296,5.653345492,4.698015774,4.163624961,-0.007930521,-0.002989312,0.034597343,0.002175908,0.236017257,0.20334749,0.082495351,0.058298312,0.014769674,0.004941209
PHR US Equity,0.010044643,970.9213,5934845,0.04361015,894.6947571,0.018786057,7.531100649,6.300667304,5.624158659,0.001886677,0.00629712,0.02662879,-0.085198383,0.189322467,0.195286195,0.08853612,0.057867336,-0.000460646,0.004410443
EVH US Equity,0.125360231,660.0943,11381658,0.1366849,880.3903116,0.091133195,1.050813317,0.918116643,0.858428889,-0.008288369,0.058601281,0.341992632,0.231963025,0.336098606,0.14453139,-0.029313902,0.069567439,-0.004920545,0.06688965
GDDY US Equity,0.029944717,11973.0864,94012056,0.04063254,13340.8865,0.026792319,4.463327701,4.015261342,3.873525806,0.057396036,0.064655074,0.193285506,0.101657412,0.123641968,0.111590833,0.038309859,0.031276261,0.028634829,0.007259038
BABA US Equity,0.000335308,466039.2077,1757196416,0.01427083,3179187.457,6.103598232,6.213376394,4.806886755,3.947841005,0.049378763,0.063441985,0.043844222,-0.078617572,0.357772062,0.292598872,0.229159982,0.090233625,0.019759874,0.014063222
ORCL US Equity,-0.018016345,173854.0036,1028857856,0.06351015,195263.0071,-0.028588142,4.875940784,4.763307027,4.763307027,0.096979819,0.099389881,0.289491598,0.106640783,0.013674429,0.023646126,-0.172234195,0.000632831,0.012713985,0.002410062
IBM US Equity,0.008725261,125971.4452,445269504,0.04955565,151868.4479,0.007226655,1.951308125,1.877894019,1.877894019,0.117434972,0.124760391,0.474351328,0.169659994,-0.022137616,0.03909385,0.053844462,-0.010698856,0.007662336,0.007325419
VMW US Equity,0.039824206,62843.545,260546832,0.02637945,64814.54773,0.036449655,6.462330797,5.869662227,5.721077297,0.060915337,0.066840704,0.075893456,0.03040984,0.117627925,0.100971495,0.076345984,0.028707616,0.019566595,0.005925367
NOW US Equity,-0.020658705,49509.3727,434826240,0.04333611,48963.08,-0.020884386,14.14814511,11.00214074,9.085584423,0.019629076,0.0261544,0.02261069,-0.011157284,0.326556568,0.285944748,0.057011684,0.072225941,0.01744012,0.006525325
PANW US Equity,0.003018156,20628.9054,301459328,0.03482692,19255.80519,0.014617035,5.557136312,4.640156554,4.133334221,0.037995035,0.048719074,0.074263319,-0.071308366,0.19501276,0.19761828,0.109000826,0.053518875,0.032817376,0.010724039
PLAN US Equity,-0.066890882,6583.4791,168655808,0.01254697,6280.942233,-0.049819358,18.37430041,14.02518848,11.35557335,-0.008037966,-0.006163725,0.008504775,-0.048167455,0.420504318,0.31009294,0.114862192,0.100829678,0.010323292,0.001874241
DT US Equity,-0.186008896,5645.5954,21119460,0.04836811,6590.934605,-0.163696919,12.59976029,10.14302032,8.689971096,0.025622315,0.024161975,0.152147163,0.14343019,0.213784846,0.242209903,0.054937676,0.056452249,0.024498953,-0.001460339
INXN US Equity,-0.034146341,6057.8436,35209592,0.06892918,7144.288826,-0.125706017,11.17692244,9.806094283,9.209386005,0.045541832,0.051955066,0.241842126,0.234065145,0.137868668,0.139793492,0.045832206,0.033915095,0.01192197,0.006413235
PVTL US Equity,-0.005351171,4092.482,28478406,0.005548502,3428.069995,-0.006381695,4.482895246,3.838394351,3.512089668,-0.005178424,0.010187948,0.041813615,-0.194013541,0.163052439,0.167908984,0.039205234,0.041584118,0.032351731,0.015366372
TDC US Equity,0.020602219,3674.0201,32038618,0.1666946,3680.02,0.020567937,1.860357662,1.812594508,1.812594508,0.102218738,0.124184108,0.174183836,0.001630426,-0.085894177,0.026350711,0.021367521,-0.031044214,0.055208124,0.02196537
FSLY US Equity,-0.16592724,2635.8655,58399304,0.01882295,2440.946421,-0.176834133,12.65394723,9.717143396,7.917953646,-0.009609797,-0.009268946,0.020770632,-0.079853863,0.334366332,0.302229134,0.01354377,0.074387296,-0.003162298,0.000340851
BOX US Equity,0.036756126,2626.0557,42720988,0.03267598,2823.109629,0.042479223,4.085051476,3.632957649,3.461798174,0.013065734,0.024451406,0.141171634,0.069800336,0.135928506,0.124442361,0.058751703,0.038562074,0.044207635,0.011385672
CLDR US Equity,0.076086957,2491.6658,110871240,0.0722525,2213.239863,0.086486521,2.907906814,2.60705048,2.50581303,0.012572067,0.025206486,0.102485051,-0.125800192,0.585842843,0.115401039,0.049304415,0.148686395,0.092245311,0.012634419
ZUO US Equity,0.051574012,1764.68,18782850,0.04481029,1602.801,0.070887525,5.796748644,4.931695385,4.481701733,-0.020942712,-0.015243939,0.007946713,-0.100997566,0.175615232,0.175406872,0.087725592,0.047994379,0.020867843,0.005698774
CISN US Equity,0.054545455,1118.8189,4189680,0.03255543,2409.866881,0.024604616,3.131051326,2.946847288,2.946847288,0.111365073,0.120131117,0.566607646,0.535734156,0.053799908,0.062508851,0.025252417,0.004099695,0.026946717,0.008766044
TUFN US Equity,0.032371984,597.0571,4792685,0.02496653,597.0580571,0.012911856,5.486002014,4.455657143,3.853560643,-0.011673907,-0.009496564,0.000167488,-0.044719269,0.280674504,0.2312442,0.117885455,0.073479645,-0.010039225,0.002177343
CSU CN Equity,-0.023741885,27309.3116,90698580,0.04274197,20966.02612,-0.262549054,5.997147059,5.164258263,4.754078894,0.044863056,0.05323851,0.026852967,0.016645978,0.142446325,0.161279462,0.032967033,0.029726565,0.006849176,0.008375455
OTEX CN Equity,-0.010921005,14662.8036,61545780,0.02191864,12744.69262,-0.25110038,4.27053302,4.17567846,4.17567846,0.090163885,0.093980297,0.205173877,0.131338515,0.040288557,0.022715964,0.039039361,-0.002451141,0.008723082,0.003816412
DSG CN Equity,-0.015722675,4371.1846,11174310,0.05426682,3295.396528,-0.256948689,10.08207421,9.112291759,8.8346561,0.037068073,0.041689975,0.006905087,-0.001398011,0.187832293,0.106425746,0.032511153,0.046914806,0.010920689,0.004621902
ENGH CN Equity,-0.058066145,2040.6155,5953449,0.02552518,1900.01938,-0.06209607,4.922330001,4.209170094,3.845992794,0.059157291,0.069051927,0.000388417,-0.07399714,0.125873208,0.169430052,0.135320561,0.041778197,0.003549437,0.009894636
REAL CN Equity,-0.063567362,841.228,4131424,0.005994774,578.7508133,-0.298126375,6.079315266,5.237563922,4.824072032,0.041555017,0.050596905,4.32E-05,-0.104476743,-0.661752845,0.160714286,0.44538599,0.067478835,0.035982671,0.009041888
EXE CN Equity,0.049338147,774.4503,2298861,0.1048238,1248.386302,0.030044733,1.104766639,1.128739875,1.128739875,0.077886949,0.086778427,0.447250982,0.379638898,0.008922266,-0.021238938,0.035673007,0.00406554,0.018575981,0.008891479
CMG CN Equity,-0.126822157,480.5595,2727012,0.09534643,472.6065503,-0.128681665,6.233516893,5.993741919,5.993741919,0.068308406,0.0733168,0.090561589,-0.016827951,0.012824452,0.040004221,-0.142634119,0.018942784,0.001641958,0.005008394
BB CN Equity,0.042443064,5521.0132,27950200,0.06004377,4147.060799,-0.212756521,3.704512345,3.292407725,3.135124304,0.02744715,0.047355949,0.19917721,-0.005063827,0.23834292,0.125168161,-0.031372549,0.037610619,-0.022949989,0.019908799
